date,product,qty,sales,region
2025-03-29,Phone,2,1000,East
2025-03-29,Phone,2,1000,South
2025-03-29,Phone,3,1500,South
2025-03-29,Phone,3,1500,West
2025-03-29,Laptop,4,3200,East
2025-03-29,Mouse,3,75,East
2025-03-29,Monitor,1,200,South
2025-03-29,Laptop,3,2400,East
2025-03-29,Laptop,2,1600,West
2025-03-29,Phone,4,2000,South
2025-03-29,Keyboard,2,80,East
2025-03-29,Headphones,3,180,East
2025-03-29,Headphones,4,240,West
2025-03-29,Keyboard,2,80,South
2025-03-30,Laptop,4,3200,South
2025-03-30,Monitor,3,600,South
2025-03-30,Monitor,4,800,East
2025-03-30,Keyboard,1,40,North
2025-03-30,Mouse,3,75,South
2025-03-30,Headphones,3,180,South
2025-03-30,Keyboard,1,40,West
2025-03-30,Mouse,3,75,North
2025-03-30,Headphones,4,240,South
2025-03-30,Monitor,2,400,East
2025-03-30,Monitor,1,200,West
2025-03-30,Laptop,3,2400,East
2025-03-30,Keyboard,2,80,East
2025-03-30,Headphones,1,60,North
2025-03-30,Monitor,3,600,East
2025-03-30,Laptop,3,2400,West
2025-03-30,Laptop,2,1600,North
2025-03-30,Phone,1,500,West
2025-03-30,Keyboard,1,40,West
2025-03-30,Keyboard,4,160,South
2025-03-30,Keyboard,4,160,West
2025-03-30,Phone,1,500,East
2025-03-31,Keyboard,2,80,North
2025-03-31,Phone,4,2000,West
2025-03-31,Phone,3,1500,South
2025-03-31,Keyboard,2,80,East
2025-03-31,Phone,3,1500,East
2025-03-31,Phone,2,1000,North
2025-03-31,Keyboard,3,120,North
2025-03-31,Phone,4,2000,North
2025-03-31,Laptop,3,2400,South
2025-03-31,Keyboard,4,160,South
2025-03-31,Phone,4,2000,South
2025-03-31,Monitor,2,400,East
2025-03-31,Mouse,1,25,South
2025-03-31,Mouse,1,25,South
2025-03-31,Monitor,4,800,North
2025-03-31,Monitor,4,800,East
2025-03-31,Laptop,4,3200,South
2025-03-31,Monitor,1,200,East
2025-03-31,Laptop,1,800,West
2025-03-31,Phone,3,1500,North
2025-03-31,Mouse,3,75,North
2025-03-31,Keyboard,4,160,West
2025-03-31,Mouse,3,75,East
2025-03-31,Headphones,2,120,East
2025-03-31,Monitor,2,400,West
2025-03-31,Phone,1,500,South
2025-03-31,Keyboard,2,80,North
2025-03-31,Laptop,1,800,West
2025-04-01,Headphones,4,240,North
2025-04-01,Laptop,4,3200,South
2025-04-01,Keyboard,4,160,North
2025-04-01,Headphones,1,60,East
2025-04-01,Mouse,4,100,North
2025-04-01,Laptop,1,800,West
2025-04-01,Keyboard,4,160,West
2025-04-01,Monitor,4,800,East
2025-04-01,Mouse,4,100,South
2025-04-01,Monitor,2,400,North
2025-04-01,Mouse,4,100,South
2025-04-01,Mouse,1,25,East
2025-04-01,Headphones,2,120,North
2025-04-01,Mouse,3,75,North
2025-04-01,Laptop,1,800,East
2025-04-01,Monitor,4,800,South
2025-04-01,Keyboard,1,40,South
2025-04-01,Headphones,3,180,South
2025-04-01,Phone,1,500,South
2025-04-01,Mouse,1,25,East
2025-04-01,Headphones,2,120,East
2025-04-01,Keyboard,2,80,West
2025-04-01,Monitor,1,200,West
2025-04-01,Phone,2,1000,West
2025-04-01,Phone,1,500,North
2025-04-01,Mouse,4,100,South
2025-04-01,Mouse,3,75,South
2025-04-02,Phone,1,500,East
2025-04-02,Phone,3,1500,South
2025-04-02,Monitor,2,400,South
2025-04-02,Laptop,2,1600,West
2025-04-02,Laptop,4,3200,East
2025-04-02,Laptop,2,1600,West
2025-04-02,Laptop,1,800,East
2025-04-02,Monitor,1,200,West
2025-04-02,Mouse,1,25,South
2025-04-02,Monitor,4,800,South
2025-04-02,Phone,4,2000,South
2025-04-02,Laptop,1,800,North
2025-04-02,Laptop,4,3200,North
2025-04-02,Laptop,1,800,North
2025-04-02,Laptop,3,2400,West
2025-04-02,Phone,1,500,South
2025-04-02,Monitor,4,800,South
2025-04-02,Headphones,2,120,South
2025-04-02,Phone,1,500,North
2025-04-02,Headphones,1,60,East
2025-04-02,Laptop,4,3200,South
2025-04-02,Monitor,3,600,North
2025-04-02,Mouse,3,75,North
2025-04-02,Keyboard,2,80,East
2025-04-02,Mouse,3,75,West
2025-04-02,Mouse,1,25,North
2025-04-02,Laptop,4,3200,North
2025-04-02,Headphones,4,240,South
2025-04-02,Phone,3,1500,East
2025-04-02,Monitor,2,400,South
2025-04-02,Phone,2,1000,North
2025-04-02,Headphones,1,60,South
2025-04-02,Phone,2,1000,West
2025-04-02,Mouse,1,25,South
2025-04-03,Mouse,2,50,West
2025-04-03,Mouse,3,75,West
2025-04-03,Keyboard,3,120,East
2025-04-03,Monitor,2,400,South
2025-04-03,Keyboard,3,120,East
2025-04-03,Mouse,1,25,East
2025-04-03,Headphones,3,180,West
2025-04-03,Mouse,4,100,East
2025-04-03,Laptop,4,3200,East
2025-04-03,Headphones,3,180,West
2025-04-03,Mouse,1,25,South
2025-04-03,Headphones,2,120,South
2025-04-03,Mouse,4,100,West
2025-04-03,Mouse,4,100,South
2025-04-03,Headphones,1,60,East
2025-04-03,Keyboard,3,120,West
2025-04-03,Phone,4,2000,South
2025-04-03,Phone,2,1000,North
2025-04-03,Mouse,4,100,South
2025-04-03,Laptop,2,1600,East
2025-04-03,Keyboard,2,80,East
2025-04-03,Mouse,3,75,East
2025-04-03,Laptop,2,1600,North
2025-04-03,Phone,4,2000,West
2025-04-03,Keyboard,4,160,South
2025-04-03,Monitor,1,200,West
2025-04-03,Mouse,2,50,East
2025-04-03,Headphones,1,60,East
2025-04-03,Monitor,2,400,North
2025-04-03,Monitor,4,800,North
2025-04-03,Phone,1,500,East
2025-04-04,Phone,1,500,North
2025-04-04,Phone,4,2000,West
2025-04-04,Laptop,2,1600,East
2025-04-04,Mouse,4,100,South
2025-04-04,Headphones,4,240,West
2025-04-04,Phone,1,500,South
2025-04-04,Headphones,4,240,South
2025-04-04,Laptop,3,2400,South
2025-04-04,Mouse,3,75,North
2025-04-04,Headphones,4,240,South
2025-04-04,Laptop,3,2400,North
2025-04-04,Laptop,2,1600,West
2025-04-04,Mouse,3,75,East
2025-04-04,Keyboard,3,120,West
2025-04-04,Headphones,2,120,North
2025-04-04,Monitor,1,200,North
2025-04-04,Laptop,2,1600,North
2025-04-04,Phone,4,2000,East
2025-04-04,Mouse,2,50,East
2025-04-04,Phone,2,1000,North
2025-04-04,Laptop,1,800,East
2025-04-04,Keyboard,2,80,East
2025-04-04,Keyboard,2,80,South
2025-04-04,Phone,4,2000,East
2025-04-04,Mouse,2,50,West
2025-04-04,Mouse,1,25,West
2025-04-04,Headphones,1,60,West
2025-04-04,Laptop,3,2400,South
2025-04-04,Laptop,3,2400,West
2025-04-05,Laptop,4,3200,South
2025-04-05,Keyboard,1,40,West
2025-04-05,Headphones,4,240,North
2025-04-05,Monitor,4,800,South
2025-04-05,Headphones,2,120,West
2025-04-05,Mouse,2,50,East
2025-04-05,Monitor,2,400,South
2025-04-05,Keyboard,2,80,South
2025-04-05,Laptop,3,2400,South
2025-04-05,Monitor,4,800,West
2025-04-05,Monitor,4,800,South
2025-04-05,Keyboard,1,40,North
2025-04-05,Mouse,3,75,East
2025-04-05,Laptop,3,2400,West
2025-04-05,Phone,2,1000,South
2025-04-05,Laptop,3,2400,West
2025-04-05,Keyboard,1,40,West
2025-04-05,Keyboard,4,160,West
2025-04-05,Headphones,4,240,South
2025-04-05,Mouse,3,75,West
2025-04-05,Headphones,4,240,South
2025-04-05,Mouse,4,100,West
2025-04-05,Keyboard,1,40,North
2025-04-05,Monitor,1,200,West
2025-04-05,Monitor,2,400,South
2025-04-05,Laptop,1,800,West
2025-04-05,Keyboard,2,80,West
2025-04-05,Phone,1,500,South
2025-04-05,Keyboard,1,40,East
2025-04-05,Phone,1,500,South
2025-04-05,Laptop,1,800,South
2025-04-05,Headphones,1,60,North
2025-04-06,Headphones,3,180,West
2025-04-06,Monitor,3,600,South
2025-04-06,Keyboard,2,80,East
2025-04-06,Monitor,3,600,South
2025-04-06,Headphones,3,180,South
2025-04-06,Keyboard,1,40,West
2025-04-06,Phone,4,2000,East
2025-04-06,Laptop,2,1600,South
2025-04-06,Phone,1,500,East
2025-04-06,Monitor,4,800,South
2025-04-06,Monitor,2,400,South
2025-04-06,Headphones,4,240,East
2025-04-06,Keyboard,2,80,North
2025-04-06,Mouse,3,75,South
2025-04-06,Headphones,2,120,East
2025-04-06,Phone,2,1000,West
2025-04-06,Phone,4,2000,South
2025-04-06,Laptop,2,1600,North
2025-04-06,Mouse,2,50,North
2025-04-06,Keyboard,3,120,South
2025-04-07,Monitor,4,800,South
2025-04-07,Monitor,1,200,West
2025-04-07,Headphones,3,180,North
2025-04-07,Monitor,1,200,North
2025-04-07,Mouse,2,50,West
2025-04-07,Mouse,2,50,West
2025-04-07,Laptop,3,2400,West
2025-04-07,Mouse,4,100,West
2025-04-07,Keyboard,1,40,East
2025-04-07,Monitor,4,800,South
2025-04-07,Mouse,4,100,East
2025-04-07,Monitor,4,800,North
2025-04-07,Headphones,2,120,South
2025-04-07,Keyboard,3,120,East
2025-04-07,Headphones,1,60,East
2025-04-07,Phone,2,1000,North
2025-04-07,Phone,2,1000,East
2025-04-07,Phone,1,500,East
2025-04-07,Laptop,3,2400,East
2025-04-07,Laptop,3,2400,North
2025-04-08,Keyboard,2,80,South
2025-04-08,Headphones,3,180,West
2025-04-08,Keyboard,1,40,West
2025-04-08,Keyboard,3,120,West
2025-04-08,Laptop,1,800,East
2025-04-08,Keyboard,4,160,North
2025-04-08,Keyboard,4,160,West
2025-04-08,Monitor,3,600,South
2025-04-08,Mouse,4,100,East
2025-04-08,Monitor,4,800,North
2025-04-08,Headphones,3,180,East
2025-04-08,Keyboard,2,80,South
2025-04-08,Mouse,1,25,South
2025-04-08,Mouse,2,50,East
2025-04-08,Phone,2,1000,East
2025-04-08,Mouse,2,50,South
2025-04-08,Mouse,2,50,East
2025-04-08,Phone,4,2000,East
2025-04-08,Mouse,1,25,North
2025-04-08,Mouse,2,50,South
2025-04-08,Mouse,1,25,North
2025-04-08,Phone,1,500,North
2025-04-08,Keyboard,1,40,East
2025-04-08,Laptop,4,3200,East
2025-04-08,Mouse,4,100,West
2025-04-08,Mouse,2,50,South
2025-04-08,Keyboard,2,80,West
2025-04-08,Keyboard,2,80,West
2025-04-09,Laptop,1,800,West
2025-04-09,Mouse,2,50,South
2025-04-09,Mouse,2,50,North
2025-04-09,Laptop,1,800,West
2025-04-09,Laptop,4,3200,North
2025-04-09,Laptop,1,800,South
2025-04-09,Keyboard,4,160,North
2025-04-09,Laptop,2,1600,South
2025-04-09,Phone,4,2000,West
2025-04-09,Mouse,4,100,East
2025-04-09,Phone,4,2000,East
2025-04-09,Monitor,4,800,North
2025-04-09,Laptop,4,3200,East
2025-04-09,Mouse,3,75,North
2025-04-09,Keyboard,1,40,East
2025-04-09,Mouse,4,100,North
2025-04-09,Laptop,3,2400,East
2025-04-09,Laptop,1,800,East
2025-04-09,Headphones,4,240,North
2025-04-09,Mouse,4,100,North
2025-04-09,Phone,3,1500,South
2025-04-09,Keyboard,3,120,West
2025-04-10,Headphones,3,180,East
2025-04-10,Keyboard,3,120,East
2025-04-10,Phone,1,500,North
2025-04-10,Monitor,2,400,West
2025-04-10,Phone,2,1000,East
2025-04-10,Keyboard,1,40,East
2025-04-10,Laptop,1,800,South
2025-04-10,Phone,3,1500,North
2025-04-10,Keyboard,2,80,West
2025-04-10,Monitor,1,200,North
2025-04-10,Laptop,2,1600,East
2025-04-10,Monitor,3,600,South
2025-04-10,Phone,1,500,West
2025-04-10,Keyboard,3,120,West
2025-04-10,Phone,2,1000,North
2025-04-10,Mouse,4,100,East
2025-04-10,Keyboard,2,80,East
2025-04-10,Phone,3,1500,North
2025-04-10,Phone,3,1500,North
2025-04-10,Laptop,4,3200,East
2025-04-10,Monitor,4,800,South
2025-04-10,Laptop,2,1600,South
2025-04-10,Keyboard,2,80,West
2025-04-10,Mouse,4,100,West
2025-04-10,Headphones,2,120,North
2025-04-10,Mouse,3,75,South
2025-04-10,Monitor,3,600,East
2025-04-10,Laptop,4,3200,North
2025-04-10,Phone,1,500,North
2025-04-10,Monitor,1,200,South
2025-04-10,Monitor,4,800,South
2025-04-10,Keyboard,4,160,East
2025-04-10,Monitor,2,400,East
2025-04-10,Laptop,2,1600,West
2025-04-11,Phone,2,1000,North
2025-04-11,Mouse,3,75,West
2025-04-11,Headphones,2,120,East
2025-04-11,Headphones,3,180,West
2025-04-11,Keyboard,1,40,South
2025-04-11,Headphones,1,60,North
2025-04-11,Laptop,4,3200,East
2025-04-11,Monitor,3,600,East
2025-04-11,Mouse,2,50,East
2025-04-11,Keyboard,3,120,North
2025-04-11,Mouse,3,75,West
2025-04-11,Phone,2,1000,West
2025-04-11,Laptop,4,3200,North
2025-04-11,Headphones,1,60,West
2025-04-11,Headphones,4,240,West
2025-04-11,Phone,2,1000,East
2025-04-11,Laptop,2,1600,North
2025-04-11,Monitor,3,600,East
2025-04-11,Headphones,2,120,North
2025-04-11,Mouse,1,25,West
2025-04-11,Keyboard,2,80,South
2025-04-11,Phone,2,1000,South
2025-04-11,Keyboard,1,40,South
2025-04-11,Monitor,1,200,South
2025-04-11,Mouse,1,25,West
2025-04-11,Headphones,4,240,East
2025-04-11,Monitor,4,800,East
2025-04-11,Mouse,2,50,West
2025-04-11,Mouse,4,100,West
2025-04-11,Phone,4,2000,South
2025-04-11,Headphones,2,120,North
2025-04-11,Monitor,1,200,South
2025-04-12,Mouse,2,50,South
2025-04-12,Monitor,4,800,West
2025-04-12,Laptop,1,800,West
2025-04-12,Laptop,3,2400,East
2025-04-12,Keyboard,1,40,South
2025-04-12,Headphones,4,240,North
2025-04-12,Phone,3,1500,West
2025-04-12,Keyboard,4,160,South
2025-04-12,Phone,2,1000,South
2025-04-12,Headphones,3,180,West
2025-04-12,Keyboard,3,120,North
2025-04-12,Monitor,3,600,South
2025-04-12,Mouse,4,100,South
2025-04-12,Phone,2,1000,North
2025-04-12,Keyboard,4,160,East
2025-04-12,Mouse,4,100,South
2025-04-12,Laptop,3,2400,North
2025-04-12,Phone,3,1500,West
2025-04-12,Laptop,3,2400,West
2025-04-12,Headphones,3,180,East
2025-04-12,Laptop,4,3200,South
2025-04-12,Mouse,1,25,North
2025-04-12,Monitor,4,800,West
2025-04-12,Headphones,3,180,South
2025-04-12,Monitor,4,800,East
2025-04-12,Laptop,2,1600,West
2025-04-12,Mouse,1,25,West
2025-04-13,Phone,3,1500,North
2025-04-13,Headphones,1,60,South
2025-04-13,Monitor,2,400,North
2025-04-13,Monitor,1,200,East
2025-04-13,Mouse,3,75,North
2025-04-13,Headphones,2,120,East
2025-04-13,Monitor,2,400,East
2025-04-13,Mouse,1,25,West
2025-04-13,Mouse,4,100,North
2025-04-13,Mouse,2,50,West
2025-04-13,Mouse,4,100,South
2025-04-13,Phone,4,2000,South
2025-04-13,Phone,3,1500,North
2025-04-13,Laptop,4,3200,South
2025-04-13,Laptop,2,1600,South
2025-04-13,Keyboard,4,160,West
2025-04-13,Laptop,3,2400,West
2025-04-13,Laptop,4,3200,North
2025-04-13,Monitor,4,800,West
2025-04-13,Phone,2,1000,South
2025-04-13,Keyboard,3,120,East
2025-04-13,Keyboard,2,80,West
2025-04-13,Phone,4,2000,West
2025-04-13,Monitor,3,600,South
2025-04-13,Laptop,1,800,South
2025-04-13,Keyboard,1,40,North
2025-04-13,Keyboard,4,160,East
2025-04-13,Keyboard,2,80,South
2025-04-13,Headphones,1,60,North
2025-04-14,Phone,1,500,East
2025-04-14,Monitor,3,600,East
2025-04-14,Phone,4,2000,West
2025-04-14,Headphones,4,240,West
2025-04-14,Mouse,2,50,South
2025-04-14,Keyboard,4,160,West
2025-04-14,Monitor,1,200,North
2025-04-14,Phone,1,500,South
2025-04-14,Mouse,3,75,East
2025-04-14,Phone,1,500,West
2025-04-14,Laptop,3,2400,East
2025-04-14,Laptop,1,800,West
2025-04-14,Keyboard,1,40,North
2025-04-14,Laptop,1,800,South
2025-04-14,Mouse,4,100,East
2025-04-14,Phone,1,500,East
2025-04-14,Monitor,3,600,North
2025-04-14,Laptop,4,3200,North
2025-04-14,Mouse,2,50,West
2025-04-14,Phone,3,1500,North
2025-04-14,Monitor,1,200,North
2025-04-14,Phone,2,1000,South
2025-04-14,Monitor,2,400,North
2025-04-15,Mouse,1,25,South
2025-04-15,Monitor,4,800,North
2025-04-15,Phone,2,1000,South
2025-04-15,Headphones,1,60,East
2025-04-15,Monitor,4,800,West
2025-04-15,Monitor,4,800,East
2025-04-15,Phone,3,1500,West
2025-04-15,Headphones,3,180,North
2025-04-15,Mouse,4,100,South
2025-04-15,Keyboard,2,80,West
2025-04-15,Monitor,3,600,West
2025-04-15,Mouse,3,75,South
2025-04-15,Keyboard,4,160,South
2025-04-15,Headphones,1,60,North
2025-04-15,Phone,4,2000,South
2025-04-15,Laptop,3,2400,South
2025-04-15,Laptop,4,3200,South
2025-04-15,Headphones,4,240,West
2025-04-15,Laptop,2,1600,West
2025-04-15,Headphones,2,120,East
2025-04-15,Keyboard,3,120,North
2025-04-15,Headphones,2,120,East
2025-04-15,Headphones,1,60,East
2025-04-15,Headphones,4,240,West
2025-04-15,Phone,4,2000,West
2025-04-15,Keyboard,4,160,North
2025-04-15,Keyboard,1,40,North
2025-04-15,Laptop,3,2400,East
2025-04-15,Monitor,4,800,South
2025-04-16,Keyboard,4,160,South
2025-04-16,Keyboard,2,80,East
2025-04-16,Headphones,1,60,East
2025-04-16,Headphones,2,120,East
2025-04-16,Monitor,1,200,West
2025-04-16,Laptop,3,2400,West
2025-04-16,Mouse,4,100,West
2025-04-16,Headphones,1,60,West
2025-04-16,Monitor,2,400,South
2025-04-16,Monitor,3,600,West
2025-04-16,Laptop,4,3200,East
2025-04-16,Monitor,3,600,West
2025-04-16,Laptop,3,2400,North
2025-04-16,Mouse,1,25,South
2025-04-16,Mouse,2,50,West
2025-04-16,Keyboard,2,80,South
2025-04-16,Headphones,3,180,West
2025-04-16,Headphones,1,60,North
2025-04-16,Headphones,1,60,West
2025-04-16,Laptop,4,3200,South
2025-04-16,Phone,2,1000,South
2025-04-16,Mouse,3,75,North
2025-04-16,Keyboard,1,40,North
2025-04-16,Keyboard,2,80,South
2025-04-16,Monitor,3,600,West
2025-04-16,Keyboard,1,40,East
2025-04-16,Phone,3,1500,West
2025-04-16,Keyboard,1,40,North
2025-04-16,Phone,2,1000,East
2025-04-17,Keyboard,2,80,South
2025-04-17,Mouse,4,100,West
2025-04-17,Phone,2,1000,North
2025-04-17,Mouse,3,75,West
2025-04-17,Phone,1,500,East
2025-04-17,Phone,2,1000,East
2025-04-17,Laptop,3,2400,West
2025-04-17,Monitor,1,200,North
2025-04-17,Keyboard,3,120,South
2025-04-17,Headphones,3,180,North
2025-04-17,Keyboard,1,40,West
2025-04-17,Phone,2,1000,East
2025-04-17,Keyboard,3,120,East
2025-04-17,Monitor,1,200,West
2025-04-17,Keyboard,1,40,West
2025-04-17,Headphones,4,240,South
2025-04-17,Laptop,3,2400,South
2025-04-17,Mouse,3,75,North
2025-04-17,Mouse,1,25,South
2025-04-17,Keyboard,2,80,West
2025-04-17,Keyboard,1,40,East
2025-04-17,Laptop,3,2400,West
2025-04-17,Mouse,3,75,South
2025-04-17,Headphones,1,60,South
2025-04-17,Headphones,3,180,East
2025-04-17,Headphones,3,180,South
2025-04-17,Monitor,2,400,South
2025-04-17,Keyboard,1,40,West
2025-04-17,Monitor,3,600,East
2025-04-17,Monitor,3,600,South
2025-04-17,Headphones,4,240,North
2025-04-18,Monitor,2,400,South
2025-04-18,Monitor,4,800,North
2025-04-18,Headphones,2,120,East
2025-04-18,Headphones,2,120,East
2025-04-18,Laptop,4,3200,West
2025-04-18,Mouse,3,75,South
2025-04-18,Laptop,3,2400,West
2025-04-18,Laptop,4,3200,East
2025-04-18,Keyboard,2,80,West
2025-04-18,Monitor,1,200,North
2025-04-18,Keyboard,4,160,North
2025-04-18,Monitor,1,200,West
2025-04-18,Laptop,4,3200,West
2025-04-18,Laptop,2,1600,East
2025-04-18,Mouse,3,75,North
2025-04-18,Headphones,2,120,South
2025-04-18,Laptop,4,3200,East
2025-04-18,Keyboard,4,160,West
2025-04-18,Phone,1,500,North
2025-04-18,Monitor,2,400,North
2025-04-18,Mouse,2,50,North
2025-04-18,Monitor,4,800,East
2025-04-18,Headphones,4,240,South
2025-04-18,Phone,1,500,East
2025-04-18,Mouse,1,25,West
2025-04-18,Keyboard,1,40,East
2025-04-18,Keyboard,1,40,North
2025-04-19,Mouse,1,25,West
2025-04-19,Headphones,1,60,South
2025-04-19,Laptop,4,3200,North
2025-04-19,Keyboard,2,80,West
2025-04-19,Monitor,3,600,East
2025-04-19,Laptop,3,2400,South
2025-04-19,Keyboard,1,40,South
2025-04-19,Mouse,3,75,South
2025-04-19,Keyboard,1,40,North
2025-04-19,Headphones,4,240,East
2025-04-19,Keyboard,4,160,West
2025-04-19,Monitor,4,800,North
2025-04-19,Headphones,2,120,West
2025-04-19,Phone,4,2000,South
2025-04-19,Headphones,3,180,North
2025-04-19,Laptop,4,3200,East
2025-04-19,Monitor,2,400,South
2025-04-19,Laptop,2,1600,North
2025-04-19,Mouse,4,100,South
2025-04-19,Phone,3,1500,West
2025-04-19,Headphones,4,240,South
2025-04-19,Laptop,1,800,North
2025-04-19,Mouse,1,25,East
2025-04-19,Monitor,3,600,West
2025-04-19,Mouse,4,100,West
2025-04-19,Laptop,1,800,North
2025-04-19,Monitor,1,200,South
2025-04-19,Laptop,2,1600,West
2025-04-20,Keyboard,4,160,North
2025-04-20,Phone,3,1500,North
2025-04-20,Mouse,1,25,West
2025-04-20,Monitor,2,400,East
2025-04-20,Monitor,2,400,North
2025-04-20,Laptop,4,3200,North
2025-04-20,Laptop,1,800,North
2025-04-20,Mouse,3,75,East
2025-04-20,Laptop,3,2400,North
2025-04-20,Headphones,2,120,East
2025-04-20,Headphones,1,60,East
2025-04-20,Monitor,1,200,North
2025-04-20,Keyboard,3,120,West
2025-04-20,Mouse,1,25,North
2025-04-20,Keyboard,1,40,West
2025-04-20,Laptop,1,800,South
2025-04-20,Keyboard,2,80,North
2025-04-20,Laptop,3,2400,South
2025-04-20,Monitor,1,200,East
2025-04-20,Laptop,3,2400,West
2025-04-20,Phone,2,1000,South
2025-04-20,Keyboard,2,80,North
2025-04-20,Keyboard,2,80,North
2025-04-20,Headphones,3,180,West
2025-04-20,Keyboard,1,40,North
2025-04-20,Keyboard,2,80,East
2025-04-20,Laptop,3,2400,South
2025-04-20,Mouse,1,25,South
2025-04-20,Phone,3,1500,East
2025-04-20,Mouse,2,50,South
2025-04-21,Headphones,2,120,North
2025-04-21,Laptop,3,2400,West
2025-04-21,Headphones,4,240,South
2025-04-21,Headphones,1,60,South
2025-04-21,Mouse,2,50,East
2025-04-21,Monitor,4,800,South
2025-04-21,Laptop,1,800,South
2025-04-21,Keyboard,3,120,East
2025-04-21,Laptop,3,2400,North
2025-04-21,Phone,1,500,North
2025-04-21,Monitor,1,200,East
2025-04-21,Laptop,3,2400,West
2025-04-21,Laptop,2,1600,West
2025-04-21,Mouse,2,50,East
2025-04-21,Phone,4,2000,East
2025-04-21,Mouse,3,75,North
2025-04-21,Mouse,2,50,South
2025-04-21,Monitor,4,800,West
2025-04-21,Phone,4,2000,East
2025-04-21,Headphones,4,240,West
2025-04-21,Laptop,3,2400,East
2025-04-21,Headphones,4,240,West
2025-04-21,Phone,3,1500,North
2025-04-21,Monitor,4,800,West
2025-04-21,Laptop,4,3200,East
2025-04-21,Phone,4,2000,West
2025-04-21,Mouse,3,75,West
2025-04-21,Mouse,4,100,North
2025-04-21,Laptop,3,2400,West
2025-04-21,Headphones,1,60,South
2025-04-21,Keyboard,2,80,West
2025-04-21,Headphones,3,180,East
2025-04-21,Headphones,2,120,East
2025-04-21,Laptop,1,800,South
2025-04-21,Mouse,4,100,South
2025-04-21,Keyboard,4,160,West
2025-04-21,Monitor,1,200,East
2025-04-22,Laptop,1,800,South
2025-04-22,Mouse,2,50,West
2025-04-22,Headphones,3,180,East
2025-04-22,Mouse,4,100,South
2025-04-22,Headphones,2,120,South
2025-04-22,Headphones,4,240,East
2025-04-22,Phone,3,1500,South
2025-04-22,Monitor,3,600,North
2025-04-22,Mouse,2,50,South
2025-04-22,Mouse,2,50,North
2025-04-22,Mouse,2,50,West
2025-04-22,Mouse,3,75,East
2025-04-22,Monitor,4,800,South
2025-04-22,Keyboard,1,40,North
2025-04-22,Mouse,1,25,East
2025-04-22,Monitor,4,800,North
2025-04-22,Mouse,4,100,West
2025-04-22,Monitor,4,800,North
2025-04-22,Mouse,1,25,North
2025-04-22,Mouse,2,50,North
2025-04-22,Monitor,1,200,East
2025-04-22,Headphones,3,180,South
2025-04-22,Phone,4,2000,North
2025-04-23,Phone,1,500,North
2025-04-23,Monitor,3,600,West
2025-04-23,Mouse,4,100,East
2025-04-23,Keyboard,3,120,North
2025-04-23,Keyboard,3,120,West
2025-04-23,Mouse,3,75,North
2025-04-23,Phone,3,1500,West
2025-04-23,Headphones,1,60,North
2025-04-23,Headphones,4,240,South
2025-04-23,Monitor,1,200,West
2025-04-23,Phone,3,1500,North
2025-04-23,Mouse,4,100,West
2025-04-23,Mouse,1,25,North
2025-04-23,Keyboard,2,80,East
2025-04-23,Headphones,1,60,South
2025-04-23,Headphones,2,120,North
2025-04-23,Keyboard,2,80,North
2025-04-23,Monitor,3,600,East
2025-04-23,Keyboard,1,40,North
2025-04-23,Keyboard,1,40,South
2025-04-23,Phone,4,2000,South
2025-04-23,Laptop,3,2400,East
2025-04-23,Phone,4,2000,West
2025-04-23,Keyboard,4,160,West
2025-04-23,Monitor,3,600,East
2025-04-23,Phone,4,2000,South
2025-04-23,Headphones,1,60,South
2025-04-23,Headphones,3,180,West
2025-04-23,Laptop,3,2400,South
2025-04-23,Laptop,3,2400,North
2025-04-23,Monitor,3,600,South
2025-04-23,Keyboard,3,120,East
2025-04-23,Keyboard,3,120,North
2025-04-23,Headphones,4,240,East
2025-04-23,Laptop,4,3200,West
2025-04-23,Mouse,1,25,North
2025-04-23,Laptop,1,800,West
2025-04-23,Headphones,3,180,South
2025-04-24,Headphones,1,60,North
2025-04-24,Monitor,1,200,East
2025-04-24,Phone,4,2000,South
2025-04-24,Mouse,2,50,East
2025-04-24,Headphones,2,120,South
2025-04-24,Phone,4,2000,South
2025-04-24,Mouse,4,100,West
2025-04-24,Phone,1,500,West
2025-04-24,Headphones,4,240,South
2025-04-24,Laptop,2,1600,East
2025-04-24,Headphones,3,180,South
2025-04-24,Phone,1,500,West
2025-04-24,Monitor,3,600,East
2025-04-24,Laptop,4,3200,North
2025-04-24,Mouse,1,25,East
2025-04-24,Mouse,1,25,West
2025-04-24,Mouse,4,100,West
2025-04-24,Laptop,3,2400,North
2025-04-24,Keyboard,3,120,South
2025-04-24,Laptop,2,1600,South
2025-04-24,Monitor,4,800,West
2025-04-24,Monitor,3,600,South
2025-04-25,Headphones,4,240,East
2025-04-25,Monitor,4,800,North
2025-04-25,Mouse,4,100,South
2025-04-25,Mouse,1,25,East
2025-04-25,Headphones,2,120,West
2025-04-25,Phone,4,2000,North
2025-04-25,Phone,2,1000,West
2025-04-25,Monitor,4,800,South
2025-04-25,Phone,2,1000,North
2025-04-25,Keyboard,2,80,East
2025-04-25,Headphones,4,240,East
2025-04-25,Monitor,4,800,South
2025-04-25,Headphones,2,120,North
2025-04-25,Mouse,3,75,North
2025-04-25,Laptop,1,800,South
2025-04-25,Mouse,1,25,North
2025-04-25,Headphones,1,60,East
2025-04-25,Laptop,1,800,South
2025-04-25,Laptop,3,2400,East
